page	part_number	quantity	description
219	M-2015	2	Sloping plate connecting angle (inside).
219	M-2016	2	Sloping plate connecting angle (outside).
219	M-2017	2	Angle inside skirting plate to floor.
219	M-2018	2	Angle inside skirting plate to floor.
219	M-2019	2	Connecting angle side to roof.
219	M-2020	2	Track angle top.
219	M-2021	1	Backplate petrol tank.
219	M-2022	2	Connecting angle backplate.
219	M-2023	2	Connecting angle backplate.
219	M-2024	1	Connecting angle backplate to cover.
219	M-2025	1	Connecting angle backplate to floor.
219	M-2026	2	Connecting angle floor plate to hull (petrol tank casing).
219	M-2027	2	Connecting angle top to hull (petrol tank casing).
219	M-2028	2	Side plate above rear mud chute.
219	M-2029	1	Vertical beam shaft sponson (port).
219	M-2030	2	Connecting angle side to roof (forward).
219	M-2031	2	Angle for chain casing (left hand).
219	M-2032	2	Angle for chain casing (right hand).
219	M-2033	1	Front sloping plate.
219	M-2034	3	Fan-hole cover plate.
219	M-2035	2	Sponson stiffener.
219	M-2036	2	Packing piece for sponson stiffener.
219	M-2037	4	Bottom guide strip.
219	M-2038	2	Front diaphragm plate.
219	M-2039	4	Side beam for front diaphragm.
219	M-2040	2	Angle for front diaphragm engine (starboard).
219	M-2041	1	Vertical beam between No. 1 and 2 room side plates (starboard.)
219	M-2042	1	Vertical beam between No. 2 and 3 engine-room side plates (port).
219	M-2043	1	Vertical butt strap between No. 2 and 3 engine-room side plates (port).
219	M-2044	2	Vertical angle connecting removable plate to engine-room bulkhead.
219	M-2045	2	Vertical angle connecting rear outside wing plate to rear.
219	M-2046	1	Vertical butt strap between No. 1 and 2 engine-room side plates (port).
219	M-2047	1	Vertical beam shaft sponson (starboard).
219	M-2048	2	Butt strap under door (front).
219	M-2049	2	Butt strap under door (rear).
219	M-2055	2	No. 2 diaphragm.
219	M-2056	2	No. 3 diaphragm.
219	M-2057	4	Nos. 4, 5, and 6 diaphragm.
219	M-2058	2	No. 7.
219	M-2059	2	No. 8.
219	M-2060	2	Angle front mud chute (back plate).
219	M-2061	4	Angle front mud chute (side plate).
219	M-2062	2	Angle front mud chute (side plate).
219	M-2063	2	Angle front mud chute (bottom plate).
219	M-2064	2	Packing strip (back floor plate).
219	M-2065	2	Detachable plate above roller pinion.
219	M-2066	4	Gusset stay between floor and side plates.
219	M-2067	2	Gusset stay side plate to roof.
219	M-2068	1	Gusset at roof channel to side (starboard).
219	M-2069	2	Gusset stay to roof shaft sponson.
219	M-2070	1	Side plate No. 2 engine room star.
219	M-2071	2	No. 9 diaphragm.
219	M-2072	3	Splash angle on front sloping plate.
219	M-2073	1	Plate under driver’s turret.
